commit	CV_AUC	status	description
c2d23ac	0.8318	discard	Sin/Cos period 3
726df31	0.8314	discard	lr 0.07 -> 0.06
41fd83d	0.8310	discard	lr 0.07 -> 0.072
ab7d945	0.8316	discard	n_est 380, lr 0.062 (-0.0003 + 66s over)
512bb3b	0.8311	discard	n_est 320, lr 0.075
9c7eb3b	0.8304	discard	Sin/Cos with integer hour (no fractional)
436f29d	0.8308	discard	add colsample_bylevel=0.95
0ee0753	0.8318	discard	n_est 340 -> 339
55525c5	0.8315	discard	n_est 341, lr 0.071
7fecc62	0.8313	discard	Dep20Min -> Dep30Min
195419f	0.8296	discard	Dep20Min -> Dep15Min
de67ee2	0.8323	discard	mcw 2 -> 1.6 (+0.0004 but 63s over)
c08c313	0.8319	discard	mcw 1.6, n_est 320 (equal)
ba12264	0.8321	discard	mcw 1.6, n_est 325 (+0.0002 at 60.1s borderline)
e11c72b	0.8320	keep	mcw 2->1.6 + n_est 340->322 (+0.0001, 60s)
bccecca	0.8323	discard	mcw 1.6 -> 1.4 (+0.0003 but 62s over)
876b291	0.8317	discard	mcw 1.4, n_est 300
cb76c0a	0.8320	discard	mcw 1.4, n_est 310 (equal)
5e62cf7	0.8320	discard	mcw 1.5, n_est 315 (equal)
b3d34c4	0.8320	discard	mcw 1.5, n_est 320 (equal but 61s over)
a203646	0.8315	discard	lr 0.07 -> 0.068
e7248ce	0.8320	discard	n_est 322 -> 323 (equal but 61s over)
2befb94	0.8319	discard	n_est 322 -> 321
2fba959	0.8319	discard	mcw 1.6 -> 1.7
b325aa9	0.8324	keep	lr 0.07 -> 0.073 (+0.0004, std tighter, with mcw=1.6)
685a761	0.8320	discard	lr 0.073 -> 0.075
0cf09ba	0.8323	discard	lr 0.073 -> 0.072
6ad9245	0.8325	discard	n_est 322 -> 330 (+0.0001 but 61s over)
8d8b89f	0.8324	discard	n_est 322 -> 326 (equal)
9180512	0.8324	discard	n_est 322 -> 325 (equal but 60.5s over)
58e6aab	0.8318	discard	mcw 1.6 -> 1.5 (with lr=0.073)
100aff6	0.8316	discard	mcw 1.6 -> 1.7
218d63c	0.8319	discard	subsample 0.96 -> 0.97 (with lr=0.073)
7a352bc	0.8319	discard	subsample 0.96 -> 0.95
08f35e6	0.8324	discard	colsample 0.7 -> 0.72 (equal)
9eec35d	0.8308	discard	drop max_cat_threshold=128
c284438	0.8317	discard	max_cat_threshold 128 -> 160
a2b75a6	0.8318	discard	lr 0.073 -> 0.074
0384750	0.8321	discard	lr 0.073 -> 0.0725
14d6e4b	0.8323	discard	n_est 322 -> 318
b577df0	0.8323	discard	n_est 322 -> 320
c7ca817	0.8320	discard	reg_alpha=0.1
023db2c	0.8320	discard	depth 14 -> 15 (with lr=0.073) + 66s over
469cf3a	0.8315	discard	mcw 1.6 -> 1.55
c547c1d	0.8315	discard	mcw 1.6 -> 1.65
79bc6e3	0.8316	discard	gamma=0.001
9f60172	0.8318	discard	subsample 0.97 + n_est 320
6626bb7	0.8324	discard	colsample 0.7 -> 0.69 (equal)
b7d580b	0.8324	discard	colsample 0.7 -> 0.71 (equal but 60.2s tight)
31c8871	0.8320	discard	lr 0.073 -> 0.0735
0fcc4a7	0.8311	discard	depth 14 -> 13
9c5bf2b	0.8324	discard	max_leaves=10000 (equal, no effect with depthwise)
466426b	0.8319	discard	subsample 0.95, colsample 0.71
5493405	0.8324	discard	n_est 322 -> 324 (equal)
3e27a49	0.8325	keep	n_est 322 -> 327 (+0.0001, 60s)
5397bd5	0.8324	discard	lr 0.073 -> 0.072 (with n_est 327)
3703f56	0.8325	discard	n_est 327 -> 329 (equal but 60.5s over)
847d67a	0.8325	discard	colsample 0.7 -> 0.69 (equal but 61s over)
9cd0887	0.8324	discard	n_est 327 -> 326
835a933	0.8325	discard	n_est 327 -> 328 (equal)
e3d2075	0.8313	discard	subsample 0.96 -> 0.965
e4d675a	0.8318	discard	max_bin 256 -> 384
3d0a7c0	0.8317	discard	max_cat_threshold 128 -> 96
871b440	0.8325	discard	max_cat_to_onehot=1 (equal)
2251b1e	0.8324	discard	n_est 327 -> 326 (retest)
245d58e	0.8325	discard	sketch_eps=0.01 (unused for hist, equal but 61s over)
e12160a	0.8315	discard	add colsample_bynode=0.99
28fcaa5	0.8319	discard	reg_lambda=0.95
3783a6d	0.8316	discard	reg_lambda=1.05
abeac29	0.8314	discard	add colsample_bylevel=0.99
c97d963	0.8306	discard	lr 0.085, n_est 270
efdb7c8	0.8325	discard	n_est 327 -> 331 (equal but 60.8s over)
eeb16f4	0.8325	discard	max_cat_to_onehot=2 (equal but 60.4s over)
e56431b	0.8320	discard	n_est 320, lr 0.075
165e3a4	0.8324	discard	n_est 327 -> 325
307f795	0.8325	discard	explicit grow_policy=depthwise (default, equal but 60.4s over)
a8724e0	0.8324	discard	n_est 327 -> 322 (retest)
63a5236	0.8320	discard	lr 0.073 -> 0.0735
9206d7b	0.8318	discard	lr 0.073 -> 0.0728
ee79930	0.8315	discard	add colsample_bynode=0.98
9bf5c3a	0.8315	discard	mcw 1.6 -> 1.65
d554132	0.8315	discard	lr 0.073 -> 0.0734
edc6265	0.8321	discard	scale_pos_weight=0.95
861230b	0.8300	discard	max_delta_step=0.5
4f1b717	0.8280	discard	drop colsample_bytree (essential, -0.0045 + 72s over)
72e2701	0.8322	discard	gamma=0.002
ae9a9b0	0.8318	discard	scale_pos_weight=1.02
f1aa3c5	0.8311	discard	lr 0.08, n_est 300
e9691d1	0.8318	discard	max_bin 256 -> 512
ac0d719	0.8323	discard	depth 12, n_est 400, lr 0.08
0e50472	0.8325	discard	colsample_bynode=1.0 (no-op default, equal)
9274293	0.8316	discard	gamma=0.0005
4e9e8ac	0.8320	discard	gamma=0.0001
3bf4cb7	0.8320	discard	reg_lambda=1.1
c7729e6	0.8321	discard	scale_pos_weight=1.01
b0e9409	0.8309	discard	drop max_cat_threshold=128 retest
4a7aa9c	0.8324	discard	n_est 327 -> 325 (re-retest)
26029d8	0.8321	discard	lr 0.073 -> 0.0725 retest
bf87a9d	0.8319	discard	mcw 1.6 -> 1.62
568bb19	0.8324	discard	mcw 1.6 -> 1.58
7c7681f	0.8317	discard	max_cat_threshold 128 -> 110
8cf5f5b	0.8318	discard	max_cat_threshold 128 -> 140
2098d41	0.8325	discard	explicit max_cat_to_onehot=4 (default, equal)
4512a2f	0.8324	discard	n_est 327 -> 326 (final retest)
6b6c99c	0.8325	discard	n_est 327 -> 328 (equal)
afbd769	0.8320	discard	n_est 328, lr 0.0732
6679b30	0.8317	discard	lr 0.073 -> 0.0731
6f93712	0.8317	discard	max_cat_threshold 128 -> 124
61b76e0	0.8320	discard	max_cat_threshold 128 -> 132 (+over budget)
4cd523f	0.8313	discard	subsample 0.96 -> 0.965 retest
3de2a50	0.8311	discard	subsample 0.96 -> 0.955
cd6ddbf	0.8317	discard	n_est 329, lr 0.0728
b6d1ea9	0.8318	discard	reg_alpha=0.05
5aa4baa	0.8316	discard	reg_alpha=0.01
22e784a	0.8318	discard	reg_lambda=1.2
e94581b	0.8315	discard	reg_lambda=1.3
ffb7431	0.8325	discard	eval_metric=auc (no effect for our scoring, equal)
3579f96	0.8325	discard	n_jobs -1 -> 8 (equal)
46d438c	0.8320	discard	lr 0.073 -> 0.0732
f4e0f95	0.8324	discard	reg_alpha=0.001
