commit	status	description	cv_auc	test_auc_2005s2_full	test_auc_2005s2_4_5	test_auc_2006_full
750cc35	discard	lr 0.05, mcw 2, n_est 345 (+0.0002 but 62s over)	0.8296	N/A	N/A	N/A
71c5b92	discard	lr 0.05, mcw 2, n_est 335 (equal)	0.8294	N/A	N/A	N/A
98021b3	discard	depth 13, lr 0.05, mcw 2, n_est 380	0.8284	N/A	N/A	N/A
0b3fc27	discard	colsample 0.8, subsample 0.97, n_est 360	0.8281	N/A	N/A	N/A
f7ea186	discard	n_est 400, colsample 0.75 (+0.0003 but 62s over)	0.8297	N/A	N/A	N/A
ece910e	discard	colsample 0.7 -> 0.75 (equal)	0.8294	N/A	N/A	N/A
2c10896	discard	n_est 380 -> 383 (+0.0001 at 60s borderline)	0.8295	N/A	N/A	N/A
af88710	discard	mcw 2.5 -> 2.4	0.8292	N/A	N/A	N/A
9c040fe	discard	n_est 380 -> 372	0.8293	N/A	N/A	N/A
0311895	discard	n_est 380 -> 378 (equal)	0.8294	N/A	N/A	N/A
692e39c	discard	lr 0.058, n_est 395	0.8290	N/A	N/A	N/A
964d05c	discard	model random_state 42 -> 43 (+0.0010 but seed-shopping; doesn't generalize)	0.8304	N/A	N/A	N/A
f483b1b	discard	random_state 43 -> 44 (seed variance ~0.0007, confirms not real)	0.8297	N/A	N/A	N/A
fd77488	discard	lr 0.05, mcw 2, n_est 420, colsample 0.5 (colsample too aggressive)	0.8262	N/A	N/A	N/A
4e0aa32	discard	lr 0.05, mcw 2, n_est 420, colsample 0.6	0.8289	N/A	N/A	N/A
865dc4f	discard	max_delta_step=1	0.8284	N/A	N/A	N/A
f261bdb	discard	tree_method=hist explicit (already default)	0.8294	N/A	N/A	N/A
d15fd4b	discard	objective=binary:logitraw	0.8290	N/A	N/A	N/A
1907ab6	crash	booster=dart (timeout, too slow)	0.0000	N/A	N/A	N/A
47adba8	discard	n_est 380 -> 378 (equal)	0.8294	N/A	N/A	N/A
fea794f	discard	drop max_cat_threshold + n_est 420	0.8286	N/A	N/A	N/A
88c038e	discard	colsample 0.7 -> 0.65	0.8284	N/A	N/A	N/A
85e8913	discard	drop subsample	0.8282	N/A	N/A	N/A
0cce2a6	discard	add colsample_bynode=0.85	0.8275	N/A	N/A	N/A
7448c32	discard	reg_alpha=0.5	0.8285	N/A	N/A	N/A
054b940	discard	monotone_constraints Distance: 1 (Distance not monotonic w/ delay)	0.8255	N/A	N/A	N/A
bcf61ff	discard	scale_pos_weight=1.05	0.8289	N/A	N/A	N/A
75c821c	discard	gamma=0.003	0.8290	N/A	N/A	N/A
d49de37	discard	base_score=0.6	0.8289	N/A	N/A	N/A
75d8ace	discard	lr 0.06 -> 0.062	0.8291	N/A	N/A	N/A
9194690	discard	colsample 0.7 -> 0.72 (equal)	0.8294	N/A	N/A	N/A
bb4c650	crash	lossguide + max_leaves=512 (timeout)	0.0000	N/A	N/A	N/A
0969fde	discard	n_est 380 -> 388 (+0.0002 but 62s over)	0.8296	N/A	N/A	N/A
1f2684e	discard	mcw 2.5 -> 2.55	0.8293	N/A	N/A	N/A
a2c6d80	discard	mcw 2.5 -> 2.45	0.8292	N/A	N/A	N/A
51c9498	discard	reg_lambda=0.7 (equal)	0.8294	N/A	N/A	N/A
ecdaa2d	discard	reg_lambda=1.5	0.8286	N/A	N/A	N/A
1490d6b	discard	n_est 378, lr 0.061	0.8290	N/A	N/A	N/A
8d66409	discard	n_est 370, lr 0.062	0.8290	N/A	N/A	N/A
8f0c2c8	discard	add colsample_bynode=0.7	0.8255	N/A	N/A	N/A
95ec92e	crash	sampling_method=gradient_based (GPU only)	0.0000	N/A	N/A	N/A
95c1b57	discard	base_score=0.4	0.8288	N/A	N/A	N/A
c41ec53	discard	reg_lambda=0.9	0.8291	N/A	N/A	N/A
01fbe28	discard	max_bin 256 -> 320	0.8289	N/A	N/A	N/A
b0ec4d9	discard	FE: SinHour, CosHour (+0.0010 BIG but 63s over budget)	0.8304	N/A	N/A	N/A
da064d0	discard	FE: SinHour, CosHour + n_est 380->360 (+0.0007 but 61s over)	0.8301	N/A	N/A	N/A
ecaf7f4	keep	FE: SinHour, CosHour + n_est 380->340 (+0.0001, 58s)	0.8295	0.8448	0.8318	0.7487
ac82911	discard	n_est 340 -> 350 (+0.0003 at 60s borderline)	0.8298	N/A	N/A	N/A
a623795	keep	lr 0.06 -> 0.062 (with SinHour, +0.0002)	0.8297	0.8450	0.8320	0.7481
b67b808	keep	lr 0.062 -> 0.065 (+0.0001, std tighter)	0.8298	0.8445	0.8321	0.7480
d8da787	keep	lr 0.065 -> 0.07 (+0.0001)	0.8299	0.8451	0.8319	0.7472
81921c2	keep	n_est 340 -> 360 (+0.0003, with lr=0.07)	0.8302	0.8455	0.8324	0.7470
4509d4d	discard	n_est 360 -> 380 (+0.0003 but 60.5s over)	0.8305	N/A	N/A	N/A
1ca77f7	discard	n_est 360 -> 370 (+0.0001 but 60.4s over)	0.8303	N/A	N/A	N/A
5ef4a74	discard	lr 0.07 -> 0.075	0.8299	N/A	N/A	N/A
e2e6678	discard	mcw 2.5 -> 2 (+0.0002 but 63s over)	0.8304	N/A	N/A	N/A
092b8e9	discard	mcw 2, n_est 340 (with SinHour, lr=0.07)	0.8299	N/A	N/A	N/A
b481008	discard	mcw 2.5 -> 3	0.8294	N/A	N/A	N/A
d512a17	discard	add SinDow, CosDow (DoW not cyclic)	0.8282	N/A	N/A	N/A
cb02771	discard	add SinMonth, CosMonth	0.8286	N/A	N/A	N/A
087971a	discard	n_est 360 -> 355	0.8301	N/A	N/A	N/A
3e3f9f3	discard	n_est 360 -> 365 (equal)	0.8302	N/A	N/A	N/A
d715b35	keep	Sin/Cos period 24 -> 12 (+0.0003)	0.8305	0.8461	0.8325	0.7476
c6ac7d6	discard	Sin/Cos period 12 -> 8	0.8304	N/A	N/A	N/A
28ea8ea	discard	Sin/Cos period 12 -> 16 (equal)	0.8305	N/A	N/A	N/A
36c1251	discard	n_est 360 -> 365 (equal)	0.8305	N/A	N/A	N/A
acd6f01	discard	Sin/Cos period 12 -> 14 (equal)	0.8305	N/A	N/A	N/A
2b33f3b	discard	mcw 2.5 -> 2 (+0.0006 but 62s over)	0.8311	N/A	N/A	N/A
4514d8f	keep	mcw 2 + n_est 340 (+0.0002, with SinHour 12)	0.8307	0.8459	0.8331	0.7482
2f25cbf	discard	n_est 340 -> 350 (+0.0002 but 60.4s over)	0.8309	N/A	N/A	N/A
235cebf	discard	lr 0.07 -> 0.075 (equal)	0.8307	N/A	N/A	N/A
a9ddde6	keep	subsample 0.95 -> 0.97 (+0.0004, 60s)	0.8311	0.8462	0.8327	0.7479
f60e1d3	discard	drop subsample (back to 1.0)	0.8301	N/A	N/A	N/A
ff7398e	keep	subsample 0.97 -> 0.96 (+0.0003, 59s)	0.8314	0.8461	0.8328	0.7481
5f3fe1b	discard	subsample 0.96 -> 0.93	0.8310	N/A	N/A	N/A
02949b1	discard	colsample 0.7 -> 0.75	0.8312	N/A	N/A	N/A
e10c00a	discard	colsample 0.7 -> 0.65	0.8294	N/A	N/A	N/A
4cf129e	discard	depth 14 -> 15 (+0.0001 but 66s over)	0.8315	N/A	N/A	N/A
4be930e	discard	gamma=0.005	0.8308	N/A	N/A	N/A
eb0403c	discard	n_est 340 -> 350 (+0.0001 but 62s over)	0.8315	N/A	N/A	N/A
639ece6	discard	n_est 340 -> 345 (equal)	0.8314	N/A	N/A	N/A
d85ab23	discard	mcw 2 -> 1.5 (equal AND 65s over)	0.8314	N/A	N/A	N/A
ac36186	discard	lr 0.07 -> 0.065	0.8311	N/A	N/A	N/A
43616c7	keep	Sin/Cos period 12 -> 6 (+0.0005, 59s)	0.8319	0.8467	0.8336	0.7486
fa4778c	discard	Sin/Cos period 6 -> 4	0.8317	N/A	N/A	N/A
473b00c	discard	Sin/Cos period 6 -> 5	0.8306	N/A	N/A	N/A
94f5de3	discard	n_est 340 -> 345 (+0.0001 at 60.0s borderline)	0.8320	N/A	N/A	N/A
7b65dae	discard	lr 0.07 -> 0.075 (with period 6)	0.8313	N/A	N/A	N/A
bde08da	discard	mcw 2 -> 2.5 (with period 6)	0.8308	N/A	N/A	N/A
aa4aef4	discard	subsample 0.96 -> 0.97	0.8314	N/A	N/A	N/A
c6b6486	discard	colsample 0.7 -> 0.68 (equal)	0.8319	N/A	N/A	N/A
6050fa1	discard	add SinMin, CosMin	0.8312	N/A	N/A	N/A
8d92cd8	discard	add SinHour24, CosHour24 alongside period-6	0.8315	N/A	N/A	N/A
7538f4c	discard	lr 0.07 -> 0.073	0.8316	N/A	N/A	N/A
a6f7d67	discard	Sin/Cos period 7	0.8317	N/A	N/A	N/A
f8cd2ee	discard	n_est 340 -> 335	0.8317	N/A	N/A	N/A
8177450	discard	depth 14->15, n_est 340->300	0.8306	N/A	N/A	N/A
1888f4e	discard	add colsample_bynode=0.95	0.8311	N/A	N/A	N/A
07285cb	discard	drop SinHour, CosHour (-0.0031, essential)	0.8288	N/A	N/A	N/A
c53ec65	discard	add DepHourNum	0.8313	N/A	N/A	N/A
df5e5d9	discard	n_est 340 -> 337	0.8318	N/A	N/A	N/A
65c201d	discard	mcw 2 -> 1.8	0.8317	N/A	N/A	N/A
9565cfb	discard	reg_lambda=0.8	0.8310	N/A	N/A	N/A
b682fd4	discard	subsample 0.96 -> 0.965	0.8311	N/A	N/A	N/A
a506d18	discard	colsample 0.7 -> 0.71 (equal)	0.8319	N/A	N/A	N/A
0c6836c	discard	mcw 2 -> 2.2	0.8310	N/A	N/A	N/A
1f2af6e	discard	n_est 341, lr 0.069	0.8314	N/A	N/A	N/A
d5ec03e	discard	n_est 340 -> 343 (equal)	0.8319	N/A	N/A	N/A
4c4c608	discard	add colsample_bynode=0.97	0.8311	N/A	N/A	N/A
afcb0ed	discard	max_cat_threshold 128 -> 144 (equal)	0.8319	N/A	N/A	N/A
7499621	discard	subsample 0.96 -> 0.95	0.8310	N/A	N/A	N/A
c2d23ac	discard	Sin/Cos period 3	0.8318	N/A	N/A	N/A
726df31	discard	lr 0.07 -> 0.06	0.8314	N/A	N/A	N/A
41fd83d	discard	lr 0.07 -> 0.072	0.8310	N/A	N/A	N/A
ab7d945	discard	n_est 380, lr 0.062 (-0.0003 + 66s over)	0.8316	N/A	N/A	N/A
512bb3b	discard	n_est 320, lr 0.075	0.8311	N/A	N/A	N/A
9c7eb3b	discard	Sin/Cos with integer hour (no fractional)	0.8304	N/A	N/A	N/A
436f29d	discard	add colsample_bylevel=0.95	0.8308	N/A	N/A	N/A
0ee0753	discard	n_est 340 -> 339	0.8318	N/A	N/A	N/A
55525c5	discard	n_est 341, lr 0.071	0.8315	N/A	N/A	N/A
7fecc62	discard	Dep20Min -> Dep30Min	0.8313	N/A	N/A	N/A
195419f	discard	Dep20Min -> Dep15Min	0.8296	N/A	N/A	N/A
de67ee2	discard	mcw 2 -> 1.6 (+0.0004 but 63s over)	0.8323	N/A	N/A	N/A
c08c313	discard	mcw 1.6, n_est 320 (equal)	0.8319	N/A	N/A	N/A
ba12264	discard	mcw 1.6, n_est 325 (+0.0002 at 60.1s borderline)	0.8321	N/A	N/A	N/A
e11c72b	keep	mcw 2->1.6 + n_est 340->322 (+0.0001, 60s)	0.8320	0.8469	0.8337	0.7483
bccecca	discard	mcw 1.6 -> 1.4 (+0.0003 but 62s over)	0.8323	N/A	N/A	N/A
876b291	discard	mcw 1.4, n_est 300	0.8317	N/A	N/A	N/A
cb76c0a	discard	mcw 1.4, n_est 310 (equal)	0.8320	N/A	N/A	N/A
5e62cf7	discard	mcw 1.5, n_est 315 (equal)	0.8320	N/A	N/A	N/A
b3d34c4	discard	mcw 1.5, n_est 320 (equal but 61s over)	0.8320	N/A	N/A	N/A
a203646	discard	lr 0.07 -> 0.068	0.8315	N/A	N/A	N/A
e7248ce	discard	n_est 322 -> 323 (equal but 61s over)	0.8320	N/A	N/A	N/A
2befb94	discard	n_est 322 -> 321	0.8319	N/A	N/A	N/A
2fba959	discard	mcw 1.6 -> 1.7	0.8319	N/A	N/A	N/A
b325aa9	keep	lr 0.07 -> 0.073 (+0.0004, std tighter, with mcw=1.6)	0.8324	0.8468	0.8338	0.7485
685a761	discard	lr 0.073 -> 0.075	0.8320	N/A	N/A	N/A
0cf09ba	discard	lr 0.073 -> 0.072	0.8323	N/A	N/A	N/A
6ad9245	discard	n_est 322 -> 330 (+0.0001 but 61s over)	0.8325	N/A	N/A	N/A
8d8b89f	discard	n_est 322 -> 326 (equal)	0.8324	N/A	N/A	N/A
9180512	discard	n_est 322 -> 325 (equal but 60.5s over)	0.8324	N/A	N/A	N/A
58e6aab	discard	mcw 1.6 -> 1.5 (with lr=0.073)	0.8318	N/A	N/A	N/A
100aff6	discard	mcw 1.6 -> 1.7	0.8316	N/A	N/A	N/A
218d63c	discard	subsample 0.96 -> 0.97 (with lr=0.073)	0.8319	N/A	N/A	N/A
7a352bc	discard	subsample 0.96 -> 0.95	0.8319	N/A	N/A	N/A
08f35e6	discard	colsample 0.7 -> 0.72 (equal)	0.8324	N/A	N/A	N/A
9eec35d	discard	drop max_cat_threshold=128	0.8308	N/A	N/A	N/A
c284438	discard	max_cat_threshold 128 -> 160	0.8317	N/A	N/A	N/A
a2b75a6	discard	lr 0.073 -> 0.074	0.8318	N/A	N/A	N/A
0384750	discard	lr 0.073 -> 0.0725	0.8321	N/A	N/A	N/A
14d6e4b	discard	n_est 322 -> 318	0.8323	N/A	N/A	N/A
b577df0	discard	n_est 322 -> 320	0.8323	N/A	N/A	N/A
c7ca817	discard	reg_alpha=0.1	0.8320	N/A	N/A	N/A
023db2c	discard	depth 14 -> 15 (with lr=0.073) + 66s over	0.8320	N/A	N/A	N/A
469cf3a	discard	mcw 1.6 -> 1.55	0.8315	N/A	N/A	N/A
c547c1d	discard	mcw 1.6 -> 1.65	0.8315	N/A	N/A	N/A
79bc6e3	discard	gamma=0.001	0.8316	N/A	N/A	N/A
9f60172	discard	subsample 0.97 + n_est 320	0.8318	N/A	N/A	N/A
6626bb7	discard	colsample 0.7 -> 0.69 (equal)	0.8324	N/A	N/A	N/A
b7d580b	discard	colsample 0.7 -> 0.71 (equal but 60.2s tight)	0.8324	N/A	N/A	N/A
31c8871	discard	lr 0.073 -> 0.0735	0.8320	N/A	N/A	N/A
0fcc4a7	discard	depth 14 -> 13	0.8311	N/A	N/A	N/A
9c5bf2b	discard	max_leaves=10000 (equal, no effect with depthwise)	0.8324	N/A	N/A	N/A
466426b	discard	subsample 0.95, colsample 0.71	0.8319	N/A	N/A	N/A
5493405	discard	n_est 322 -> 324 (equal)	0.8324	N/A	N/A	N/A
3e27a49	keep	n_est 322 -> 327 (+0.0001, 60s)	0.8325	0.8468	0.8339	0.7485
5397bd5	discard	lr 0.073 -> 0.072 (with n_est 327)	0.8324	N/A	N/A	N/A
3703f56	discard	n_est 327 -> 329 (equal but 60.5s over)	0.8325	N/A	N/A	N/A
847d67a	discard	colsample 0.7 -> 0.69 (equal but 61s over)	0.8325	N/A	N/A	N/A
9cd0887	discard	n_est 327 -> 326	0.8324	N/A	N/A	N/A
835a933	discard	n_est 327 -> 328 (equal)	0.8325	N/A	N/A	N/A
e3d2075	discard	subsample 0.96 -> 0.965	0.8313	N/A	N/A	N/A
e4d675a	discard	max_bin 256 -> 384	0.8318	N/A	N/A	N/A
3d0a7c0	discard	max_cat_threshold 128 -> 96	0.8317	N/A	N/A	N/A
871b440	discard	max_cat_to_onehot=1 (equal)	0.8325	N/A	N/A	N/A
2251b1e	discard	n_est 327 -> 326 (retest)	0.8324	N/A	N/A	N/A
245d58e	discard	sketch_eps=0.01 (unused for hist, equal but 61s over)	0.8325	N/A	N/A	N/A
e12160a	discard	add colsample_bynode=0.99	0.8315	N/A	N/A	N/A
28fcaa5	discard	reg_lambda=0.95	0.8319	N/A	N/A	N/A
3783a6d	discard	reg_lambda=1.05	0.8316	N/A	N/A	N/A
abeac29	discard	add colsample_bylevel=0.99	0.8314	N/A	N/A	N/A
c97d963	discard	lr 0.085, n_est 270	0.8306	N/A	N/A	N/A
efdb7c8	discard	n_est 327 -> 331 (equal but 60.8s over)	0.8325	N/A	N/A	N/A
eeb16f4	discard	max_cat_to_onehot=2 (equal but 60.4s over)	0.8325	N/A	N/A	N/A
e56431b	discard	n_est 320, lr 0.075	0.8320	N/A	N/A	N/A
165e3a4	discard	n_est 327 -> 325	0.8324	N/A	N/A	N/A
307f795	discard	explicit grow_policy=depthwise (default, equal but 60.4s over)	0.8325	N/A	N/A	N/A
a8724e0	discard	n_est 327 -> 322 (retest)	0.8324	N/A	N/A	N/A
63a5236	discard	lr 0.073 -> 0.0735	0.8320	N/A	N/A	N/A
9206d7b	discard	lr 0.073 -> 0.0728	0.8318	N/A	N/A	N/A
ee79930	discard	add colsample_bynode=0.98	0.8315	N/A	N/A	N/A
9bf5c3a	discard	mcw 1.6 -> 1.65	0.8315	N/A	N/A	N/A
d554132	discard	lr 0.073 -> 0.0734	0.8315	N/A	N/A	N/A
edc6265	discard	scale_pos_weight=0.95	0.8321	N/A	N/A	N/A
861230b	discard	max_delta_step=0.5	0.8300	N/A	N/A	N/A
4f1b717	discard	drop colsample_bytree (essential, -0.0045 + 72s over)	0.8280	N/A	N/A	N/A
72e2701	discard	gamma=0.002	0.8322	N/A	N/A	N/A
ae9a9b0	discard	scale_pos_weight=1.02	0.8318	N/A	N/A	N/A
f1aa3c5	discard	lr 0.08, n_est 300	0.8311	N/A	N/A	N/A
e9691d1	discard	max_bin 256 -> 512	0.8318	N/A	N/A	N/A
ac0d719	discard	depth 12, n_est 400, lr 0.08	0.8323	N/A	N/A	N/A
0e50472	discard	colsample_bynode=1.0 (no-op default, equal)	0.8325	N/A	N/A	N/A
9274293	discard	gamma=0.0005	0.8316	N/A	N/A	N/A
4e9e8ac	discard	gamma=0.0001	0.8320	N/A	N/A	N/A
3bf4cb7	discard	reg_lambda=1.1	0.8320	N/A	N/A	N/A
c7729e6	discard	scale_pos_weight=1.01	0.8321	N/A	N/A	N/A
b0e9409	discard	drop max_cat_threshold=128 retest	0.8309	N/A	N/A	N/A
4a7aa9c	discard	n_est 327 -> 325 (re-retest)	0.8324	N/A	N/A	N/A
26029d8	discard	lr 0.073 -> 0.0725 retest	0.8321	N/A	N/A	N/A
bf87a9d	discard	mcw 1.6 -> 1.62	0.8319	N/A	N/A	N/A
568bb19	discard	mcw 1.6 -> 1.58	0.8324	N/A	N/A	N/A
7c7681f	discard	max_cat_threshold 128 -> 110	0.8317	N/A	N/A	N/A
8cf5f5b	discard	max_cat_threshold 128 -> 140	0.8318	N/A	N/A	N/A
2098d41	discard	explicit max_cat_to_onehot=4 (default, equal)	0.8325	N/A	N/A	N/A
4512a2f	discard	n_est 327 -> 326 (final retest)	0.8324	N/A	N/A	N/A
6b6c99c	discard	n_est 327 -> 328 (equal)	0.8325	N/A	N/A	N/A
afbd769	discard	n_est 328, lr 0.0732	0.8320	N/A	N/A	N/A
6679b30	discard	lr 0.073 -> 0.0731	0.8317	N/A	N/A	N/A
6f93712	discard	max_cat_threshold 128 -> 124	0.8317	N/A	N/A	N/A
61b76e0	discard	max_cat_threshold 128 -> 132 (+over budget)	0.8320	N/A	N/A	N/A
4cd523f	discard	subsample 0.96 -> 0.965 retest	0.8313	N/A	N/A	N/A
3de2a50	discard	subsample 0.96 -> 0.955	0.8311	N/A	N/A	N/A
cd6ddbf	discard	n_est 329, lr 0.0728	0.8317	N/A	N/A	N/A
b6d1ea9	discard	reg_alpha=0.05	0.8318	N/A	N/A	N/A
5aa4baa	discard	reg_alpha=0.01	0.8316	N/A	N/A	N/A
22e784a	discard	reg_lambda=1.2	0.8318	N/A	N/A	N/A
e94581b	discard	reg_lambda=1.3	0.8315	N/A	N/A	N/A
ffb7431	discard	eval_metric=auc (no effect for our scoring, equal)	0.8325	N/A	N/A	N/A
3579f96	discard	n_jobs -1 -> 8 (equal)	0.8325	N/A	N/A	N/A
46d438c	discard	lr 0.073 -> 0.0732	0.8320	N/A	N/A	N/A
f4e0f95	discard	reg_alpha=0.001	0.8324	N/A	N/A	N/A
